Image1,Image2,class,face_present
Christian_Fittipaldi_0001.jpg,Christian_Fittipaldi_0002.jpg,similar,No
Vince_Carter_0001.jpg,Vince_Carter_0002.jpg,similar,Yes
Garry_Kasparov_0001.jpg,Garry_Kasparov_0002.jpg,similar,Yes
Janet_Napolitano_0002.jpg,Janet_Napolitano_0003.jpg,similar,Yes
Catherine_Zeta-Jones_0008.jpg,Catherine_Zeta-Jones_0010.jpg,similar,Yes
Madonna_0002.jpg,Madonna_0005.jpg,similar,Yes
Bart_Hendricks_0001.jpg,Des_Brown_0001.jpg,different,Yes
Martin_Scorsese_0002.jpg,Martin_Scorsese_0006.jpg,similar,Yes
Jason_Bentley_0001.jpg,Steven_Kinlock_0001.jpg,different,Yes
Herb_Ritts_0001.jpg,Larry_Johnson_0001.jpg,different,Yes
Tiger_Woods_0007.jpg,Tiger_Woods_0017.jpg,similar,Yes
Gian_Marco_0002.jpg,Gian_Marco_0003.jpg,similar,Yes
Dita_Von_Tesse_0001.jpg,Olesya_Bonabarenko_0002.jpg,different,Yes
Edward_Kennedy_0001.jpg,Edward_Kennedy_0002.jpg,similar,Yes
Barbara_Boxer_0001.jpg,Carin_Koch_0001.jpg,different,No
Tim_Howard_0001.jpg,Tom_Reilly_0001.jpg,different,Yes
Larry_Wilmore_0001.jpg,Nebojsa_Pavkovic_0001.jpg,different,Yes
Yashwant_Sinha_0002.jpg,Yashwant_Sinha_0006.jpg,similar,Yes
Marc_Grossman_0001.jpg,Marc_Grossman_0002.jpg,similar,Yes
Paul_McCartney_0004.jpg,Paul_McCartney_0006.jpg,similar,Yes
Maria_Luisa_Mendonca_0001.jpg,Terry_Hoeppner_0001.jpg,different,Yes
Jackie_Sherrill_0001.jpg,John_Norquist_0001.jpg,different,Yes
Shane_Warne_0001.jpg,Shane_Warne_0002.jpg,similar,Yes
Bernard_Giraudeau_0001.jpg,Marsha_Sharp_0001.jpg,different,Yes
Ricky_Martin_0001.jpg,Ricky_Martin_0002.jpg,similar,Yes
Cristina_Saralegui_0001.jpg,Cristina_Saralegui_0002.jpg,similar,Yes
Recep_Tayyip_Erdogan_0002.jpg,Recep_Tayyip_Erdogan_0004.jpg,similar,Yes
Ed_Book_0001.jpg,Mike_Alden_0001.jpg,different,Yes
Ally_Sheedy_0001.jpg,Pedro_Velasquez_0001.jpg,different,Yes
Tim_Robbins_0002.jpg,Tim_Robbins_0003.jpg,similar,Yes
Jose_Rosado_0001.jpg,Ted_Maher_0001.jpg,different,Yes
Herb_Sendek_0003.jpg,Hillary_Clinton_0003.jpg,different,Yes
John_Leguizamo_0001.jpg,Katie_Harman_0001.jpg,different,Yes
Anthony_Mazur_0001.jpg,Kim_Hong-up_0001.jpg,different,Yes
Nicolas_Escude_0001.jpg,Nicolas_Escude_0002.jpg,similar,Yes
Kellie_Coffey_0001.jpg,Mark_Gangloff_0001.jpg,different,Yes
Billy_Crystal_0004.jpg,Shafal_Mosed_0001.jpg,different,Yes
Steven_Spielberg_0001.jpg,Steven_Spielberg_0006.jpg,similar,Yes
Cindy_Zagorski_0001.jpg,Farouk_al-Sharaa_0002.jpg,different,Yes
Lisa_Stansfield_0001.jpg,Urmila_Matondkar_0001.jpg,different,Yes
Clint_Eastwood_0001.jpg,Clint_Eastwood_0006.jpg,similar,Yes
James_Cunningham_0001.jpg,James_Cunningham_0002.jpg,similar,Yes
Amanda_Coetzer_0002.jpg,Rhett_Warrener_0001.jpg,different,Yes
Kostya_Tszyu_0001.jpg,Pauline_Landers_0001.jpg,different,Yes
James_Jones_0001.jpg,James_Jones_0002.jpg,similar,No
Alexander_Lukashenko_0001.jpg,Richard_Haass_0001.jpg,different,Yes
Allen_Iverson_0001.jpg,Steven_Spielberg_0007.jpg,different,Yes
Cameron_Diaz_0001.jpg,Daniela_Cicarelli_0001.jpg,different,Yes
Edmund_Stoiber_0005.jpg,Kenneth_Carlsen_0001.jpg,different,No
James_Cunningham_0002.jpg,James_Cunningham_0003.jpg,similar,Yes
Mel_Karmazin_0001.jpg,Vaclav_Klaus_0002.jpg,different,Yes
Nicolas_Lapentti_0001.jpg,Nicolas_Lapentti_0002.jpg,similar,Yes
Elizabeth_Hurley_0002.jpg,Elizabeth_Hurley_0003.jpg,similar,Yes
Bob_Wright_0001.jpg,Margaret_Thatcher_0001.jpg,different,Yes
Alberto_Fujimori_0001.jpg,Alberto_Fujimori_0002.jpg,similar,Yes
Arnoldo_Aleman_0001.jpg,Arnoldo_Aleman_0003.jpg,similar,Yes
Derrick_Rodgers_0001.jpg,Young_Kim_0001.jpg,different,No
Chadha_Gurinder_0001.jpg,George_Ryan_0002.jpg,different,Yes
Larry_Johnson_0002.jpg,Lee_Ann_Womack_0001.jpg,different,Yes
Mathias_Reichhold_0001.jpg,Paul_ONeill_0009.jpg,different,Yes
Robbie_Williams_0001.jpg,Robbie_Williams_0003.jpg,similar,Yes
Tom_Hanks_0001.jpg,Tom_Hanks_0002.jpg,similar,Yes
Enrique_Iglesias_0001.jpg,Marion_Fahnestock_0001.jpg,different,Yes
Ahmed_Ibrahim_Bilal_0001.jpg,Eric_Christian_Olsen_0001.jpg,different,Yes
Bobby_Kielty_0001.jpg,Keith_Rodriguez_0001.jpg,different,Yes
Ed_Rendell_0001.jpg,Larenz_Tate_0001.jpg,different,Yes
Eduard_Shevardnadze_0003.jpg,Eduard_Shevardnadze_0004.jpg,similar,Yes
George_Clooney_0003.jpg,George_Clooney_0009.jpg,similar,Yes
Hamzah_Haz_0001.jpg,Hamzah_Haz_0002.jpg,similar,Yes
Roberto_Carlos_0001.jpg,Roberto_Carlos_0002.jpg,similar,Yes
Paul_McNulty_0001.jpg,Paul_McNulty_0002.jpg,similar,Yes
Luis_Guzman_0001.jpg,Thomas_Ulrich_0001.jpg,different,Yes
Eunice_Barber_0001.jpg,Eunice_Barber_0002.jpg,similar,Yes
Javier_Solana_0006.jpg,Javier_Solana_0007.jpg,similar,Yes
Bill_Rainer_0001.jpg,Patricia_Clarkson_0004.jpg,different,Yes
Benedita_da_Silva_0001.jpg,Robert_Weitzel_0001.jpg,different,Yes
Geraldo_Rivera_0001.jpg,Jennifer_Aniston_0013.jpg,different,Yes
George_W_Bush_0407.jpg,Rachel_Kempson_0001.jpg,different,Yes
Hiroki_Gomi_0001.jpg,Steve_Karsay_0001.jpg,different,Yes
Queen_Beatrix_0002.jpg,Queen_Beatrix_0003.jpg,similar,Yes
Costas_Simitis_0001.jpg,Richard_Perle_0001.jpg,different,Yes
Barbara_Walters_0002.jpg,Martin_Scorsese_0002.jpg,different,Yes
Derrick_Rodgers_0001.jpg,Evo_Morales_0001.jpg,different,No
Nadia_Petrova_0001.jpg,Nadia_Petrova_0005.jpg,similar,No
Joey_Mantia_0001.jpg,Mitar_Rasevic_0001.jpg,different,No
Juan_Carlos_Ferrero_0023.jpg,Sean_Hayes_0002.jpg,different,Yes
Charles_Mathews_0001.jpg,Judy_Genshaft_0001.jpg,different,Yes
Holly_Hunter_0002.jpg,Holly_Hunter_0005.jpg,similar,Yes
Zhang_Wenkang_0001.jpg,Zhang_Wenkang_0002.jpg,similar,Yes
Barry_Bonds_0001.jpg,Michael_Rolinee_0001.jpg,different,Yes
Andy_Roddick_0001.jpg,Richard_Gephardt_0004.jpg,different,No
Anthony_Rackauckas_0001.jpg,Samantha_Daniels_0001.jpg,different,Yes
Prince_Naruhito_0002.jpg,Prince_Naruhito_0003.jpg,similar,Yes
Tom_Harkin_0003.jpg,Tom_Harkin_0004.jpg,similar,Yes
Chris_Crocker_0001.jpg,Zafarullah_Khan_Jamali_0001.jpg,different,Yes
Jiri_Novak_0004.jpg,Jiri_Novak_0007.jpg,similar,Yes
John_Anderson_0001.jpg,Katerina_Smrzova_0001.jpg,different,Yes
Dustin_Brown_0001.jpg,Wu_Yi_0002.jpg,different,Yes
Stanley_Nelson_0001.jpg,Stella_Tennant_0001.jpg,different,Yes
Joerg_Haider_0001.jpg,Joerg_Haider_0002.jpg,similar,Yes
Lee_Nam-shin_0001.jpg,Nick_Nolte_0001.jpg,different,Yes
James_May_0001.jpg,Toutai_Kefu_0001.jpg,different,Yes
Kevin_Spacey_0002.jpg,Kevin_Spacey_0004.jpg,similar,Yes
Lars_Von_Trier_0001.jpg,Leon_Silver_0001.jpg,different,Yes
Walter_Mondale_0001.jpg,Walter_Mondale_0004.jpg,similar,Yes
Ben_Braun_0001.jpg,Dionyssis_Georgiadis_0001.jpg,different,Yes
Melissa_Stark_0001.jpg,William_Ragland_0001.jpg,different,Yes
Helen_Clark_0003.jpg,Helen_Clark_0004.jpg,similar,Yes
Darren_Clarke_0001.jpg,William_Swor_0001.jpg,different,Yes
John_F_Kennedy_Jr_0001.jpg,John_F_Kennedy_Jr_0002.jpg,similar,Yes
Mike_Miller_0001.jpg,Mike_Miller_0002.jpg,similar,Yes
Li_Zhaoxing_0001.jpg,Li_Zhaoxing_0005.jpg,similar,Yes
Rebekah_Chantay_Revels_0002.jpg,Rebekah_Chantay_Revels_0004.jpg,similar,Yes
Al_Gore_0006.jpg,Jeff_Weaver_0001.jpg,different,Yes
Yuri_Malenchenko_0001.jpg,Yuri_Malenchenko_0002.jpg,similar,Yes
Henk_Bekedam_0001.jpg,Jorge_Alberto_Galindo_0001.jpg,different,Yes
Mario_Vasquez_Rana_0001.jpg,Robert_Bonner_0001.jpg,different,Yes
Bruce_Van_De_Velde_0001.jpg,Bruce_Van_De_Velde_0002.jpg,similar,Yes
Marilyn_Monroe_0001.jpg,Marilyn_Monroe_0002.jpg,similar,Yes
Guillermo_Canas_0002.jpg,Guillermo_Canas_0004.jpg,similar,Yes
Dan_LaCoutre_0001.jpg,Hernan_Diaz_0001.jpg,different,No
James_Traficant_0001.jpg,James_Traficant_0003.jpg,similar,Yes
David_Anderson_0004.jpg,Stephanie_Moore_0001.jpg,different,Yes
Ana_Guevara_0001.jpg,Michelangelo_Antonioni_0001.jpg,different,Yes
Kate_Hudson_0002.jpg,Kate_Hudson_0004.jpg,similar,Yes
Bill_Graham_0001.jpg,Bill_Graham_0007.jpg,similar,Yes
Joe_Torre_0002.jpg,Joe_Torre_0003.jpg,similar,Yes
Terje_Roed-Larsen_0001.jpg,Terje_Roed-Larsen_0002.jpg,similar,Yes
Abdullah_al-Attiyah_0001.jpg,Abdullah_al-Attiyah_0003.jpg,similar,No
Art_Hoffmann_0002.jpg,Timothy_Coughlin_0001.jpg,different,Yes
Alfredo_di_Stefano_0001.jpg,Robert_Pollack_0001.jpg,different,Yes
Alan_Jackson_0001.jpg,Geoff_Dixon_0001.jpg,different,Yes
Lee_Soo-hyuck_0001.jpg,Lee_Soo-hyuck_0003.jpg,similar,Yes
Frank_Hilldrup_0001.jpg,Nathalie_Baye_0002.jpg,different,Yes
Ruth_Dreifuss_0001.jpg,Ruth_Dreifuss_0002.jpg,similar,Yes
Eric_Robert_Rudolph_0001.jpg,Philippe_Gagnon_0001.jpg,different,Yes
James_Gandolfini_0001.jpg,James_Gandolfini_0003.jpg,similar,Yes
Branko_Crvenkovski_0001.jpg,Branko_Crvenkovski_0003.jpg,similar,Yes
Evander_Holyfield_0001.jpg,Evander_Holyfield_0002.jpg,similar,Yes
Moshe_Katsav_0002.jpg,Moshe_Katsav_0003.jpg,similar,Yes
Lisa_Stone_0001.jpg,Todd_Reid_0001.jpg,different,Yes
Mohamed_Benaissa_0001.jpg,Mohamed_Benaissa_0002.jpg,similar,Yes
Naomi_Watts_0013.jpg,Yuri_Fedotov_0002.jpg,different,Yes
Dick_Bennett_0001.jpg,Mary-Kate_Olsen_0003.jpg,different,Yes
Javier_Solana_0002.jpg,Javier_Solana_0006.jpg,similar,Yes
Wu_Yi_0001.jpg,Wu_Yi_0003.jpg,similar,Yes
Helo_Pinheiro_0001.jpg,Rien_Long_0001.jpg,different,Yes
Ken_Watanabe_0001.jpg,Ken_Watanabe_0002.jpg,similar,Yes
Gustavo_Terrazas_0001.jpg,John_Starks_0001.jpg,different,Yes
John_Abizaid_0003.jpg,John_Abizaid_0009.jpg,similar,Yes
Ian_McKellen_0001.jpg,Ian_McKellen_0002.jpg,similar,Yes
Damon_van_Dam_0001.jpg,Maria_Shkolnikova_0001.jpg,different,Yes
Lionel_Hampton_0001.jpg,Paola_Espinoza_0001.jpg,different,Yes
Farouk_al-Sharaa_0002.jpg,Farouk_al-Sharaa_0003.jpg,similar,Yes
Win_Aung_0001.jpg,Win_Aung_0004.jpg,similar,Yes
Ben_Glisan_0001.jpg,Ben_Glisan_0002.jpg,similar,No
Lee_Ann_Womack_0001.jpg,Roberto_Carlos_0002.jpg,different,Yes
Alec_Baldwin_0003.jpg,Molly_Sims_0001.jpg,different,Yes
Gene_Hackman_0001.jpg,Willis_Roberts_0001.jpg,different,Yes
Darren_Clarke_0001.jpg,Darren_Clarke_0002.jpg,similar,No
Billy_Graham_0002.jpg,Jean_Nagel_0001.jpg,different,Yes
Queen_Elizabeth_II_0006.jpg,Queen_Elizabeth_II_0007.jpg,similar,Yes
Emily_Robison_0001.jpg,Emily_Robison_0002.jpg,similar,Yes
Dan_Morales_0001.jpg,Dan_Morales_0002.jpg,similar,Yes
Brian_Grazier_0001.jpg,Robbie_Williams_0001.jpg,different,Yes
Eileen_Coparropa_0001.jpg,John_Warner_0004.jpg,different,Yes
Michael_Chertoff_0001.jpg,Ryan_Newman_0001.jpg,different,Yes
Juan_Valencia_Osorio_0001.jpg,Juan_Valencia_Osorio_0002.jpg,similar,Yes
Donald_Hays_0001.jpg,Roger_Moore_0003.jpg,different,Yes
Patricia_Clarkson_0001.jpg,Patricia_Clarkson_0002.jpg,similar,Yes
Robert_Altman_0001.jpg,Stella_Keitel_0001.jpg,different,Yes
Antwun_Echols_0001.jpg,Henry_Hyde_0001.jpg,different,No
Kaye_Young_0001.jpg,Ted_Williams_0001.jpg,different,No
Ed_Smart_0003.jpg,William_Shatner_0001.jpg,different,Yes
Ahmed_Ibrahim_Bilal_0001.jpg,Audrey_Lacroix_0001.jpg,different,Yes
Don_Siegelman_0002.jpg,Don_Siegelman_0003.jpg,similar,Yes
Gonzalo_Sanchez_de_Lozada_0007.jpg,Gonzalo_Sanchez_de_Lozada_0008.jpg,similar,Yes
Colin_Jackson_0001.jpg,Colin_Jackson_0002.jpg,similar,Yes
George_Gregan_0001.jpg,James_Gandolfini_0003.jpg,different,No
Oxana_Fedorova_0002.jpg,Oxana_Fedorova_0004.jpg,similar,Yes
Kevin_Stallings_0002.jpg,Zico_0001.jpg,different,Yes
Eric_Taino_0001.jpg,Igor_Ivanov_0009.jpg,different,Yes
Tom_Reilly_0001.jpg,Tom_Reilly_0002.jpg,similar,Yes
Gustavo_Kuerten_0001.jpg,Gustavo_Kuerten_0002.jpg,similar,Yes
Cristian_Barros_0001.jpg,John_Lisowski_0001.jpg,different,Yes
Anette_Hosoi_0001.jpg,Dan_Dickau_0001.jpg,different,Yes
Catriona_Le_May_Doan_0001.jpg,Kieran_Culkin_0001.jpg,different,Yes
Bob_Wright_0001.jpg,Eriko_Tamura_0001.jpg,different,Yes
Alvaro_Noboa_0001.jpg,Alvaro_Noboa_0002.jpg,similar,Yes
Alejandro_Lopez_0001.jpg,Urmila_Matondkar_0001.jpg,different,Yes
Amelia_Vega_0006.jpg,Amelia_Vega_0007.jpg,similar,Yes
Bob_Huggins_0001.jpg,Bob_Huggins_0002.jpg,similar,Yes
Jean_Chretien_0003.jpg,Jean_Chretien_0008.jpg,similar,Yes
Queen_Elizabeth_II_0005.jpg,Queen_Elizabeth_II_0013.jpg,similar,Yes
John_White_0001.jpg,Mikhail_Shvydkoi_0001.jpg,different,Yes
Yossi_Beilin_0001.jpg,Yossi_Beilin_0002.jpg,similar,Yes
Constance_Marie_0002.jpg,Constance_Marie_0003.jpg,similar,Yes
Julianne_Moore_0009.jpg,Julianne_Moore_0012.jpg,similar,Yes
